"Step","floral-wave-1 - eval/loss","floral-wave-1 - eval/loss__MIN","floral-wave-1 - eval/loss__MAX"
"140","0.000006666195531579433","0.000006666195531579433","0.000006666195531579433"
"143","0.0000037269783206284046","0.0000037269783206284046","0.0000037269783206284046"
"145","0.000003699838771353825","0.000003699838771353825","0.000003699838771353825"
"148","0.000004986088242731057","0.000004986088242731057","0.000004986088242731057"
"151","0.000003480052782833809","0.000003480052782833809","0.000003480052782833809"
"153","0.0000043209875002503395","0.0000043209875002503395","0.0000043209875002503395"
"156","0.000007348478902713396","0.000007348478902713396","0.000007348478902713396"
"159","0.000003557509671736625","0.000003557509671736625","0.000003557509671736625"
"161","0.000003784478622037568","0.000003784478622037568","0.000003784478622037568"
"164","0.000004010745669802418","0.000004010745669802418","0.000004010745669802418"
"167","0.000003189543804182904","0.000003189543804182904","0.000003189543804182904"
"169","0.000010064957677968778","0.000010064957677968778","0.000010064957677968778"
"172","0.0000068637441472674254","0.0000068637441472674254","0.0000068637441472674254"
"175","0.0000038970765672274865","0.0000038970765672274865","0.0000038970765672274865"
"177","0.000004154196631134255","0.000004154196631134255","0.000004154196631134255"
"180","0.000007497878868889529","0.000007497878868889529","0.000007497878868889529"
"183","0.00004674323645303957","0.00004674323645303957","0.00004674323645303957"
"185","0.0000038126836443552747","0.0000038126836443552747","0.0000038126836443552747"
"188","0.000003283630803707638","0.000003283630803707638","0.000003283630803707638"
"191","0.000021083767933305353","0.000021083767933305353","0.000021083767933305353"
"193","0.000007714446837780997","0.000007714446837780997","0.000007714446837780997"
"196","0.0000036024771361553576","0.0000036024771361553576","0.0000036024771361553576"
"199","0.00007830162212485448","0.00007830162212485448","0.00007830162212485448"
"201","0.000035600583942141384","0.000035600583942141384","0.000035600583942141384"
"204","0.00000249738468482974","0.00000249738468482974","0.00000249738468482974"
"207","0.000004141464614804136","0.000004141464614804136","0.000004141464614804136"
"209","0.000007952051419124473","0.000007952051419124473","0.000007952051419124473"
"212","0.00008138280099956319","0.00008138280099956319","0.00008138280099956319"
"215","0.00001245099429070251","0.00001245099429070251","0.00001245099429070251"
"217","0.0000048430288188683335","0.0000048430288188683335","0.0000048430288188683335"
"220","0.000008739257282286417","0.000008739257282286417","0.000008739257282286417"
"223","0.000011505268957989756","0.000011505268957989756","0.000011505268957989756"
"225","0.000003819264293269953","0.000003819264293269953","0.000003819264293269953"
"228","0.0000032000061764847487","0.0000032000061764847487","0.0000032000061764847487"
"231","0.0000021382943486969452","0.0000021382943486969452","0.0000021382943486969452"
"233","0.0000026502200398681452","0.0000026502200398681452","0.0000026502200398681452"
"236","0.000007722097507212311","0.000007722097507212311","0.000007722097507212311"
"239","0.0000029320794965315145","0.0000029320794965315145","0.0000029320794965315145"
"241","0.0000019062482579101925","0.0000019062482579101925","0.0000019062482579101925"
"244","0.000008119986887322739","0.000008119986887322739","0.000008119986887322739"
"247","0.0000049705058700055815","0.0000049705058700055815","0.0000049705058700055815"
"249","0.000004290631750336615","0.000004290631750336615","0.000004290631750336615"
"252","0.0000030901994705345714","0.0000030901994705345714","0.0000030901994705345714"
"255","0.000004375889602670213","0.000004375889602670213","0.000004375889602670213"
"257","0.000002454763944115257","0.000002454763944115257","0.000002454763944115257"
"260","0.000002208029172834358","0.000002208029172834358","0.000002208029172834358"
"263","0.0000028195781851536594","0.0000028195781851536594","0.0000028195781851536594"
"265","0.000002269758169859415","0.000002269758169859415","0.000002269758169859415"
"268","0.00001325524954154389","0.00001325524954154389","0.00001325524954154389"
"271","0.0000022545791580341756","0.0000022545791580341756","0.0000022545791580341756"
"273","0.0000017551708424434764","0.0000017551708424434764","0.0000017551708424434764"
"276","0.0000028198612653795863","0.0000028198612653795863","0.0000028198612653795863"
"279","0.000004426999566931045","0.000004426999566931045","0.000004426999566931045"
"281","0.000011198053471161984","0.000011198053471161984","0.000011198053471161984"
"284","0.000009383833457832225","0.000009383833457832225","0.000009383833457832225"
"287","0.000013748443052463699","0.000013748443052463699","0.000013748443052463699"
"289","0.000016721045540180057","0.000016721045540180057","0.000016721045540180057"
"292","0.00002764587952697184","0.00002764587952697184","0.00002764587952697184"
"295","0.00001862943099695258","0.00001862943099695258","0.00001862943099695258"
"297","0.00000379627840629837","0.00000379627840629837","0.00000379627840629837"
"300","0.0000064868754634517245","0.0000064868754634517245","0.0000064868754634517245"
"303","0.000005379306458053179","0.000005379306458053179","0.000005379306458053179"
"305","0.000006503647000499768","0.000006503647000499768","0.000006503647000499768"
"308","0.000003748307108253357","0.000003748307108253357","0.000003748307108253357"
"311","0.000005965503987681586","0.000005965503987681586","0.000005965503987681586"
"313","0.000003126806177533581","0.000003126806177533581","0.000003126806177533581"
"316","0.00007770975935272872","0.00007770975935272872","0.00007770975935272872"
"319","0.000001287631903323927","0.000001287631903323927","0.000001287631903323927"
"321","0.000006427034350053873","0.000006427034350053873","0.000006427034350053873"
"324","0.0000017913191641127924","0.0000017913191641127924","0.0000017913191641127924"
"327","0.0000015535691773038707","0.0000015535691773038707","0.0000015535691773038707"
"329","0.0000014947285080779693","0.0000014947285080779693","0.0000014947285080779693"
"332","0.000001373001168758492","0.000001373001168758492","0.000001373001168758492"
"335","0.0000014693586081193644","0.0000014693586081193644","0.0000014693586081193644"
"337","0.0000020251382011338137","0.0000020251382011338137","0.0000020251382011338137"
"340","0.0000018393185428067227","0.0000018393185428067227","0.0000018393185428067227"
"343","0.0000014851701735096867","0.0000014851701735096867","0.0000014851701735096867"
"345","0.0000012866361203123233","0.0000012866361203123233","0.0000012866361203123233"
"348","0.000001854353399721731","0.000001854353399721731","0.000001854353399721731"
"351","0.0000034689671792875743","0.0000034689671792875743","0.0000034689671792875743"
"353","0.0000014443702411881532","0.0000014443702411881532","0.0000014443702411881532"
"356","0.0000011548575002962025","0.0000011548575002962025","0.0000011548575002962025"
"359","0.0000011066902061429573","0.0000011066902061429573","0.0000011066902061429573"
"361","0.0000030334704206325114","0.0000030334704206325114","0.0000030334704206325114"
"364","0.0000012298503406782402","0.0000012298503406782402","0.0000012298503406782402"
"367","0.0000014214583643479273","0.0000014214583643479273","0.0000014214583643479273"
"369","0.0000013530726619137567","0.0000013530726619137567","0.0000013530726619137567"
"372","0.000001177953322439862","0.000001177953322439862","0.000001177953322439862"
"375","0.0000012610198609763756","0.0000012610198609763756","0.0000012610198609763756"
"377","0.000001999046617129352","0.000001999046617129352","0.000001999046617129352"
"380","0.000001784846858754463","0.000001784846858754463","0.000001784846858754463"
"383","0.000001297034827985044","0.000001297034827985044","0.000001297034827985044"
"385","0.0000011800796073657693","0.0000011800796073657693","0.0000011800796073657693"
"388","0.000001126772076531779","0.000001126772076531779","0.000001126772076531779"
"391","0.0000013231730235929717","0.0000013231730235929717","0.0000013231730235929717"
"393","0.000001110034531848214","0.000001110034531848214","0.000001110034531848214"
"396","0.000001322626076216693","0.000001322626076216693","0.000001322626076216693"
"399","0.000013561421837948728","0.000013561421837948728","0.000013561421837948728"
"401","0.0000010265841865475522","0.0000010265841865475522","0.0000010265841865475522"
"404","0.0000010935445970972069","0.0000010935445970972069","0.0000010935445970972069"
"407","0.0000013172723356547067","0.0000013172723356547067","0.0000013172723356547067"
"409","0.0000012411387615429703","0.0000012411387615429703","0.0000012411387615429703"
"412","0.0000011280002354396856","0.0000011280002354396856","0.0000011280002354396856"
"415","0.00001527626227471046","0.00001527626227471046","0.00001527626227471046"
"417","0.000001358667418571713","0.000001358667418571713","0.000001358667418571713"
"420","0.0000013566641428042203","0.0000013566641428042203","0.0000013566641428042203"
"423","0.0000013293794154378702","0.0000013293794154378702","0.0000013293794154378702"
"425","0.0000011574167047001538","0.0000011574167047001538","0.0000011574167047001538"
"428","0.0000013816638784192037","0.0000013816638784192037","0.0000013816638784192037"
"431","9.998905170505168e-7","9.998905170505168e-7","9.998905170505168e-7"
"433","0.0000012349541975709144","0.0000012349541975709144","0.0000012349541975709144"
"436","0.0000010480109722266207","0.0000010480109722266207","0.0000010480109722266207"
"439","0.00001876162423286587","0.00001876162423286587","0.00001876162423286587"
"441","9.9596388736245e-7","9.9596388736245e-7","9.9596388736245e-7"
"444","0.0000010104732837135089","0.0000010104732837135089","0.0000010104732837135089"
"447","0.000010366548849560786","0.000010366548849560786","0.000010366548849560786"
"449","0.0000010828293852682691","0.0000010828293852682691","0.0000010828293852682691"
"452","0.0000010668497907317942","0.0000010668497907317942","0.0000010668497907317942"
"455","0.0000020962374946975615","0.0000020962374946975615","0.0000020962374946975615"
"457","8.696080726622313e-7","8.696080726622313e-7","8.696080726622313e-7"
"460","0.000001351451714981522","0.000001351451714981522","0.000001351451714981522"
"463","9.078297580344952e-7","9.078297580344952e-7","9.078297580344952e-7"
"465","7.649181839042285e-7","7.649181839042285e-7","7.649181839042285e-7"
"468","0.0000010840203685802408","0.0000010840203685802408","0.0000010840203685802408"
"471","0.0000014923227809049422","0.0000014923227809049422","0.0000014923227809049422"
"473","0.0000012604380117409164","0.0000012604380117409164","0.0000012604380117409164"
"476","0.000013954872883914504","0.000013954872883914504","0.000013954872883914504"
"479","0.000001096757728191733","0.000001096757728191733","0.000001096757728191733"
"481","7.581601266792859e-7","7.581601266792859e-7","7.581601266792859e-7"
"484","8.692645678820554e-7","8.692645678820554e-7","8.692645678820554e-7"
"487","8.0958182024915e-7","8.0958182024915e-7","8.0958182024915e-7"
"489","8.877653385752637e-7","8.877653385752637e-7","8.877653385752637e-7"
"492","0.00015810066543053836","0.00015810066543053836","0.00015810066543053836"
"495","9.418509989700397e-7","9.418509989700397e-7","9.418509989700397e-7"
"497","7.983442174008815e-7","7.983442174008815e-7","7.983442174008815e-7"
"500","7.877671350797755e-7","7.877671350797755e-7","7.877671350797755e-7"
"503","8.982611916508176e-7","8.982611916508176e-7","8.982611916508176e-7"
"505","6.801814151913277e-7","6.801814151913277e-7","6.801814151913277e-7"
"508","7.692867711739382e-7","7.692867711739382e-7","7.692867711739382e-7"
"511","0.000004042024556838442","0.000004042024556838442","0.000004042024556838442"
"513","9.744067028805148e-7","9.744067028805148e-7","9.744067028805148e-7"
"516","8.140314662341552e-7","8.140314662341552e-7","8.140314662341552e-7"
"519","6.825049467806821e-7","6.825049467806821e-7","6.825049467806821e-7"
"521","6.766112505829369e-7","6.766112505829369e-7","6.766112505829369e-7"
"524","0.000004967523182131117","0.000004967523182131117","0.000004967523182131117"
"527","7.156941705943609e-7","7.156941705943609e-7","7.156941705943609e-7"
"529","7.562605901512143e-7","7.562605901512143e-7","7.562605901512143e-7"
"532","8.911900977182086e-7","8.911900977182086e-7","8.911900977182086e-7"
"535","6.80862456192699e-7","6.80862456192699e-7","6.80862456192699e-7"
"537","6.829719154666236e-7","6.829719154666236e-7","6.829719154666236e-7"
"540","6.439861408580327e-7","6.439861408580327e-7","6.439861408580327e-7"
"543","9.35523814860062e-7","9.35523814860062e-7","9.35523814860062e-7"
"545","6.484159484898555e-7","6.484159484898555e-7","6.484159484898555e-7"
"548","7.914962338873011e-7","7.914962338873011e-7","7.914962338873011e-7"
"551","8.106658810902445e-7","8.106658810902445e-7","8.106658810902445e-7"
"553","6.273755843722029e-7","6.273755843722029e-7","6.273755843722029e-7"
"556","6.004493684486079e-7","6.004493684486079e-7","6.004493684486079e-7"
"559","5.835606202708732e-7","5.835606202708732e-7","5.835606202708732e-7"
"561","0.0000029483849175448995","0.0000029483849175448995","0.0000029483849175448995"
"564","8.421027928307012e-7","8.421027928307012e-7","8.421027928307012e-7"
"567","8.260961976702674e-7","8.260961976702674e-7","8.260961976702674e-7"
"569","7.927133651719487e-7","7.927133651719487e-7","7.927133651719487e-7"
"572","0.0000012059398386554676","0.0000012059398386554676","0.0000012059398386554676"
"575","6.045561917744635e-7","6.045561917744635e-7","6.045561917744635e-7"
"577","7.993256190275133e-7","7.993256190275133e-7","7.993256190275133e-7"
"580","6.555641789418587e-7","6.555641789418587e-7","6.555641789418587e-7"
"583","0.000009971319741453044","0.000009971319741453044","0.000009971319741453044"
"585","0.0000074439103627810255","0.0000074439103627810255","0.0000074439103627810255"
"588","0.000005511847575689899","0.000005511847575689899","0.000005511847575689899"
"591","0.000006055996891518589","0.000006055996891518589","0.000006055996891518589"
"593","6.570356845259084e-7","6.570356845259084e-7","6.570356845259084e-7"
"596","5.875540409761015e-7","5.875540409761015e-7","5.875540409761015e-7"
"599","0.000013824696907249745","0.000013824696907249745","0.000013824696907249745"
"601","6.48529692170996e-7","6.48529692170996e-7","6.48529692170996e-7"
"604","7.13013946551655e-7","7.13013946551655e-7","7.13013946551655e-7"
"607","6.221607122824935e-7","6.221607122824935e-7","6.221607122824935e-7"
"609","5.72803912746167e-7","5.72803912746167e-7","5.72803912746167e-7"
"612","6.067636491025041e-7","6.067636491025041e-7","6.067636491025041e-7"
"615","6.228484039638715e-7","6.228484039638715e-7","6.228484039638715e-7"
"617","5.843071448907722e-7","5.843071448907722e-7","5.843071448907722e-7"
"620","6.069884079806798e-7","6.069884079806798e-7","6.069884079806798e-7"
"623","6.914267487445613e-7","6.914267487445613e-7","6.914267487445613e-7"
"625","5.90165029734635e-7","5.90165029734635e-7","5.90165029734635e-7"
